p0,p1,p2,p3,p4,objective,elapsed_sec
4,2767724,48027,36294, -Dqueueless=off ,0.0,9164.550069570541
4,2561455,40513,94449, -Dqueueless=off ,0.0,9299.865433454514
1,4230795,64699,9969, -Dqueueless=on ,-348044.0,9496.452846765518
3,2986637,97504,8194, -Dqueueless=on ,0.0,9622.324612855911
2,368019,46162,16396, -Dqueueless=off ,-422027.0,9798.330798149109
3,3289861,91504,12750, -Dqueueless=on ,0.0,9946.508826255798
1,4162279,21797,24973, -Dqueueless=on ,-349184.0,10131.600873947144
2,1200622,42269,45521, -Dqueueless=off ,-432625.0,10302.189610481262
1,2921098,27317,8755, -Dqueueless=on ,-339069.0,10497.377435922623
3,1349562,58241,84440, -Dqueueless=on ,-361160.0,10671.906129598618
1,2103768,43358,66604, -Dqueueless=off ,-386264.0,10851.635000944138
2,7434788,17493,98590, -Dqueueless=on ,0.0,10983.530680179596
2,4022325,85147,49810, -Dqueueless=off ,-433392.0,11162.438863277435
2,5940199,92855,15019, -Dqueueless=on ,0.0,11274.84687590599
2,5042180,2372,44747, -Dqueueless=on ,0.0,11400.341130018234
2,4186818,29906,51725, -Dqueueless=on ,-362494.0,11581.87914943695
1,4577959,76823,71006, -Dqueueless=on ,-348601.0,11759.596377849579
2,279286,52603,4013, -Dqueueless=on ,-356617.0,11945.066061496735
2,1482636,43855,76376, -Dqueueless=on ,-360398.0,12126.561237812042
1,5957713,39518,95235, -Dqueueless=on ,-346430.0,12320.281879663467
2,3840702,33435,90955, -Dqueueless=on ,-361343.0,12516.582836866379
3,118503,2027,29939, -Dqueueless=off ,-341578.0,12710.532989263535
4,5390556,76184,17655, -Dqueueless=on ,0.0,12841.84567117691
1,7309260,53978,97377, -Dqueueless=on ,-352499.0,13042.429836034775
3,2195465,73809,32371, -Dqueueless=off ,-434933.0,13243.286031723022
4,4060712,23286,9073, -Dqueueless=off ,0.0,13366.717601060867
3,3612018,81823,84607, -Dqueueless=on ,0.0,13519.797047615051
2,4351498,68863,48412, -Dqueueless=on ,0.0,13631.344112873077
1,7992466,98992,70052, -Dqueueless=on ,-345871.0,13832.074445724487
3,3277977,90501,59918, -Dqueueless=on ,0.0,13947.88614821434
1,4858985,61650,44220, -Dqueueless=off ,-396648.0,14123.457714796066
4,1755415,78709,16294, -Dqueueless=off ,-432253.0,14296.158008098602
2,4567154,56768,47941, -Dqueueless=off ,0.0,14416.694215536118
3,2320838,62924,77459, -Dqueueless=on ,-359277.0,14607.425607919693
1,3220333,83828,21107, -Dqueueless=off ,-387652.0,14801.672860622406
1,946492,64379,72390, -Dqueueless=on ,-332138.0,14992.303219556808
1,211478,59703,53907, -Dqueueless=off ,-302003.0,15195.170906066895
1,7327969,408,28443, -Dqueueless=off ,-328356.0,15397.127178668976
3,3459679,86771,62278, -Dqueueless=on ,0.0,15525.146277666092
4,5439536,94420,62612, -Dqueueless=on ,0.0,15648.51653122902
2,332589,77201,581, -Dqueueless=off ,-415059.0,15819.649033784866
4,1117381,68538,51498, -Dqueueless=on ,-361709.0,16000.001413345337
4,3589590,56269,23359, -Dqueueless=on ,0.0,16121.965558052063
3,5994470,69725,89569, -Dqueueless=on ,0.0,16256.040894031525
3,1814262,89231,72106, -Dqueueless=off ,-426985.0,16428.225306749344
1,4093763,40550,19377, -Dqueueless=off ,-394733.0,16625.621639490128
4,6896602,64501,88524, -Dqueueless=on ,0.0,16754.765364170074
4,232330,11586,70251, -Dqueueless=off ,-428132.0,16937.881724596024
1,7301038,71879,52530, -Dqueueless=off ,-400989.0,17126.864998102188
1,4894812,67033,2259, -Dqueueless=on ,-350031.0,17304.145134449005
1,7985119,3664,16810, -Dqueueless=off ,-408242.0,17483.43541932106
1,3817871,28340,49455, -Dqueueless=on ,-342848.0,17684.997555732727
3,5836599,81916,2197, -Dqueueless=off ,0.0,17822.060972929
4,6989807,67692,39856, -Dqueueless=on ,0.0,17937.33357000351
1,4568565,74727,6445, -Dqueueless=on ,-347902.0,18136.338355779648
1,3870346,7866,63534, -Dqueueless=on ,-346189.0,18315.59424686432
3,6752289,20542,72128, -Dqueueless=off ,0.0,18427.100715637207
1,6857288,1369,87715, -Dqueueless=off ,-392725.0,18618.428337812424
3,6763091,96665,98093, -Dqueueless=on ,0.0,18733.412896871567
1,947566,96025,6057, -Dqueueless=off ,-360961.0,18906.680388212204
3,2220403,86609,20356, -Dqueueless=off ,-425329.0,19088.81201982498
3,315912,84028,22944, -Dqueueless=off ,-430064.0,19296.42564058304
4,6406382,97252,52436, -Dqueueless=off ,0.0,19421.577993631363
1,3647703,5228,94084, -Dqueueless=on ,-340363.0,19610.353806495667
3,6615398,2796,39267, -Dqueueless=off ,0.0,19728.882561206818
4,7256163,37496,73573, -Dqueueless=off ,0.0,19856.7793302536
3,5770728,35402,45953, -Dqueueless=on ,0.0,19972.094310045242
4,1728128,6847,41830, -Dqueueless=off ,-427810.0,20158.16430091858
2,6269524,22128,37832, -Dqueueless=on ,0.0,20302.457051038742
3,4943873,954,57939, -Dqueueless=off ,0.0,20425.00601029396
3,1497255,73637,38671, -Dqueueless=off ,-435086.0,20604.724162101746
4,6535589,6723,11026, -Dqueueless=on ,0.0,20722.6127948761
2,3774770,16445,81151, -Dqueueless=off ,-434753.0,20914.038041114807
2,4362728,91669,37384, -Dqueueless=on ,0.0,21060.91680431366
3,4214632,28073,61958, -Dqueueless=off ,0.0,21185.336191415787
3,7524553,27884,22564, -Dqueueless=off ,0.0,21314.118142843246
3,2757189,7271,22140, -Dqueueless=on ,-362603.0,21501.399029254913
4,6491596,32394,54191, -Dqueueless=off ,0.0,21594.223181962967
