p0,p1,p2,p3,p4,objective,elapsed_sec
2,5208004,64730,32920, -Dqueueless=on ,-2609.54,788.599621295929
4,3418404,66329,81459, -Dqueueless=on ,-2634.05,817.0496668815613
2,3608448,33694,38903, -Dqueueless=on ,-2646.37,831.1667544841766
1,6307746,32736,8950, -Dqueueless=on ,-2427.89,844.5542967319489
2,2229571,2066,99612, -Dqueueless=off ,-2088.79,855.3202619552612
2,4263766,41756,6903, -Dqueueless=off ,-2506.57,879.3070864677429
3,6838197,49856,71122, -Dqueueless=off ,-2660.64,896.9884073734283
3,4196376,85480,52982, -Dqueueless=off ,-2678.49,911.2786407470703
3,793087,78100,38365, -Dqueueless=off ,-2556.09,926.2438519001007
2,6353865,21674,4838, -Dqueueless=off ,-2445.25,955.3399510383606
4,2767724,48027,36294, -Dqueueless=off ,-2218.33,972.9510152339935
4,2561455,40513,94449, -Dqueueless=off ,-2606.63,987.7591073513031
1,4230795,64699,9969, -Dqueueless=on ,-2530.66,1003.0031833648682
3,2986637,97504,8194, -Dqueueless=on ,-2571.08,1025.0988020896912
2,368019,46162,16396, -Dqueueless=off ,-2673.76,1038.7081925868988
3,3289861,91504,12750, -Dqueueless=on ,-2766.07,1060.5125229358673
1,4162279,21797,24973, -Dqueueless=on ,-2467.36,1076.081162929535
2,1200622,42269,45521, -Dqueueless=off ,-2500.17,1088.323647260666
1,2921098,27317,8755, -Dqueueless=on ,-2366.46,1105.5122745037079
3,1349562,58241,84440, -Dqueueless=on ,-2645.63,1119.0237698554993
1,2103768,43358,66604, -Dqueueless=off ,-2259.96,1137.4750134944916
2,7434788,17493,98590, -Dqueueless=on ,-2496.0,1152.9575390815735
2,4022325,85147,49810, -Dqueueless=off ,-2426.18,1169.5420546531677
2,5940199,92855,15019, -Dqueueless=on ,-2834.1,1182.5066184997559
2,5042180,2372,44747, -Dqueueless=on ,-2204.95,1198.0469415187836
2,4186818,29906,51725, -Dqueueless=on ,-2512.15,1211.4923923015594
1,4577959,76823,71006, -Dqueueless=on ,-2505.2,1229.0703155994415
2,279286,52603,4013, -Dqueueless=on ,-2606.88,1251.7859988212585
2,1482636,43855,76376, -Dqueueless=on ,-2315.09,1266.0153470039368
1,5957713,39518,95235, -Dqueueless=on ,-2461.01,1283.6849884986877
2,3840702,33435,90955, -Dqueueless=on ,-2577.81,1299.1649508476257
3,118503,2027,29939, -Dqueueless=off ,-2211.05,1315.7045831680298
4,5390556,76184,17655, -Dqueueless=on ,-2588.51,1332.3786599636078
1,7309260,53978,97377, -Dqueueless=on ,-2457.5,1347.7742161750793
3,2195465,73809,32371, -Dqueueless=off ,-2667.15,1360.4351437091827
4,4060712,23286,9073, -Dqueueless=off ,-2577.42,1380.1851212978363
3,3612018,81823,84607, -Dqueueless=on ,-2521.86,1396.5469257831573
2,4351498,68863,48412, -Dqueueless=on ,-2574.28,1412.8004772663116
1,7992466,98992,70052, -Dqueueless=on ,-2475.94,1429.1743595600128
3,3277977,90501,59918, -Dqueueless=on ,-2700.81,1460.6955618858337
1,4858985,61650,44220, -Dqueueless=off ,-2278.02,1475.9486877918243
4,1755415,78709,16294, -Dqueueless=off ,-2294.42,1491.1461791992188
2,4567154,56768,47941, -Dqueueless=off ,-2610.78,1511.1992819309235
3,2320838,62924,77459, -Dqueueless=on ,-2849.89,1531.3420495986938
1,3220333,83828,21107, -Dqueueless=off ,-2350.02,1544.7420358657837
1,946492,64379,72390, -Dqueueless=on ,-2522.49,1560.038402557373
1,211478,59703,53907, -Dqueueless=off ,-2355.38,1577.6900780200958
1,7327969,408,28443, -Dqueueless=off ,-1195.9,1594.4448342323303
3,3459679,86771,62278, -Dqueueless=on ,-2685.03,1611.9723098278046
4,5439536,94420,62612, -Dqueueless=on ,-2599.97,1628.5107843875885
2,332589,77201,581, -Dqueueless=off ,-2452.25,1647.2909812927246
4,1117381,68538,51498, -Dqueueless=on ,-3080.12,1664.4794821739197
4,3589590,56269,23359, -Dqueueless=on ,-2786.8,1691.0445079803467
3,5994470,69725,89569, -Dqueueless=on ,-2436.02,1705.1979670524597
3,1814262,89231,72106, -Dqueueless=off ,-2486.77,1720.9065504074097
1,4093763,40550,19377, -Dqueueless=off ,-2314.25,1736.3192014694214
4,6896602,64501,88524, -Dqueueless=on ,-2575.38,1758.549241065979
4,232330,11586,70251, -Dqueueless=off ,-2289.14,1774.4420776367188
1,7301038,71879,52530, -Dqueueless=off ,-2307.92,1788.0070464611053
1,4894812,67033,2259, -Dqueueless=on ,-2488.77,1804.5545935630798
1,7985119,3664,16810, -Dqueueless=off ,-1978.13,1817.5593767166138
1,3817871,28340,49455, -Dqueueless=on ,-2530.78,1831.853182554245
3,5836599,81916,2197, -Dqueueless=off ,-2447.69,1851.1243813037872
4,6989807,67692,39856, -Dqueueless=on ,-2712.25,1873.368693113327
1,4568565,74727,6445, -Dqueueless=on ,-2389.47,1888.8622534275055
1,3870346,7866,63534, -Dqueueless=on ,-2336.42,1903.18923163414
3,6752289,20542,72128, -Dqueueless=off ,-2540.79,1920.1925175189972
1,6857288,1369,87715, -Dqueueless=off ,-1715.55,1937.495283126831
3,6763091,96665,98093, -Dqueueless=on ,-2614.39,1953.872995853424
1,947566,96025,6057, -Dqueueless=off ,-2318.72,1964.7861142158508
3,2220403,86609,20356, -Dqueueless=off ,-2392.11,1982.0333833694458
3,315912,84028,22944, -Dqueueless=off ,-2434.47,1997.002475976944
4,6406382,97252,52436, -Dqueueless=off ,-2710.25,2012.4234631061554
1,3647703,5228,94084, -Dqueueless=on ,-2347.42,2027.9318540096283
3,6615398,2796,39267, -Dqueueless=off ,-2013.55,2043.0610859394073
4,7256163,37496,73573, -Dqueueless=off ,-2406.21,2058.721080303192
3,5770728,35402,45953, -Dqueueless=on ,-2588.74,2076.1080133914948
4,1728128,6847,41830, -Dqueueless=off ,-2396.52,2092.990240097046
2,6269524,22128,37832, -Dqueueless=on ,-2628.86,2110.200259208679
3,4943873,954,57939, -Dqueueless=off ,-1735.03,2123.867660999298
3,1497255,73637,38671, -Dqueueless=off ,-2515.33,2138.339667081833
4,6535589,6723,11026, -Dqueueless=on ,-2577.52,2153.247032403946
2,3774770,16445,81151, -Dqueueless=off ,-2455.4,2170.424158811569
2,4362728,91669,37384, -Dqueueless=on ,-2724.81,2186.640436410904
3,4214632,28073,61958, -Dqueueless=off ,-2496.5,2201.8066585063934
3,7524553,27884,22564, -Dqueueless=off ,-2429.3,2221.7493233680725
3,2757189,7271,22140, -Dqueueless=on ,-2344.93,2235.4715480804443
4,6491596,32394,54191, -Dqueueless=off ,-2462.02,2248.667008161545
3,3665666,67786,98976, -Dqueueless=on ,-2496.23,2262.382079601288
2,4366736,9794,84661, -Dqueueless=on ,-2669.21,2280.1349804401398
4,7567649,43245,20821, -Dqueueless=on ,-3102.49,2300.0537831783295
2,5292667,31902,95761, -Dqueueless=off ,-2526.11,2318.0641465187073
3,5971985,58171,98440, -Dqueueless=on ,-2633.98,2333.8114969730377
3,2762891,97593,99238, -Dqueueless=on ,-2538.23,2353.1034808158875
1,4458160,65562,60479, -Dqueueless=off ,-2224.67,2368.2307579517365
3,6533205,51735,44398, -Dqueueless=on ,-2626.57,2383.8222942352295
3,4305296,75038,61656, -Dqueueless=on ,-2862.53,2399.372353553772
1,3333948,40033,41798, -Dqueueless=off ,-2297.55,2412.8024957180023
3,7651627,86766,29741, -Dqueueless=on ,-2740.65,2426.331360578537
2,214824,74208,84860, -Dqueueless=on ,-2643.79,2445.28998875618
4,760542,64997,53765, -Dqueueless=on ,-2732.81,2460.871114253998
2,4810393,14047,52591, -Dqueueless=on ,-2567.01,2472.7815430164337
3,7512595,21693,89928, -Dqueueless=on ,-2542.32,2487.8675107955933
1,2514679,74639,50734, -Dqueueless=on ,-2482.0,2505.349273443222
1,7946667,16551,77658, -Dqueueless=on ,-2454.8,2525.9324753284454
3,5195448,30371,69616, -Dqueueless=off ,-2087.98,2544.2758116722107
4,7912668,14612,47199, -Dqueueless=off ,-2244.47,2559.436978340149
1,1746630,84388,61704, -Dqueueless=on ,-2513.31,2574.945734024048
1,6682700,77781,29633, -Dqueueless=on ,-2505.36,2588.804187774658
3,7969769,97410,82862, -Dqueueless=on ,-2878.51,2608.0430274009705
1,6286462,22397,31530, -Dqueueless=on ,-2470.98,2626.225069284439
2,735300,40073,66292, -Dqueueless=off ,-2396.01,2642.571766138077
4,2528062,68404,34561, -Dqueueless=off ,-2379.87,2655.4507868289948
4,4855335,62438,26639, -Dqueueless=on ,-2431.41,2676.549827814102
4,7708254,54379,15784, -Dqueueless=off ,-2296.43,2697.2501537799835
2,5245799,58910,33111, -Dqueueless=off ,-2460.23,2717.5698297023773
3,5842801,21349,26924, -Dqueueless=on ,-2513.26,2732.159820795059
3,1941507,66247,13160, -Dqueueless=on ,-2726.49,2745.944897174835
2,1449172,21545,64648, -Dqueueless=off ,-2415.01,2763.111352443695
3,6123844,38549,93835, -Dqueueless=off ,-2715.9,2781.9340410232544
2,6553290,7556,89747, -Dqueueless=off ,-2312.42,2798.2032420635223
3,7575242,16734,65561, -Dqueueless=off ,-2546.09,2815.7544243335724
1,3505227,80436,220, -Dqueueless=on ,-2456.17,2830.204756498337
3,1562958,50666,44917, -Dqueueless=on ,-2766.01,2846.412806749344
2,6655231,32804,11505, -Dqueueless=on ,-2607.41,2863.7793641090393
3,961141,63074,96244, -Dqueueless=off ,-2559.98,2878.7900800704956
3,4777147,36571,58708, -Dqueueless=on ,-2756.82,2897.9419009685516
1,101788,33157,20020, -Dqueueless=off ,-2264.85,2914.7349648475647
2,3826167,33707,69385, -Dqueueless=off ,-2587.38,2930.930736541748
1,483449,51766,70018, -Dqueueless=off ,-2334.72,2942.410685300827
3,5151641,64259,79739, -Dqueueless=on ,-2552.83,2959.321155309677
1,3720202,15339,19779, -Dqueueless=on ,-2481.5,2974.494185447693
3,7399199,16477,47760, -Dqueueless=on ,-2445.02,2989.5128445625305
2,642151,67186,6558, -Dqueueless=off ,-2476.89,3005.4571039676666
1,5852677,49614,62673, -Dqueueless=on ,-2525.85,3020.714774608612
2,4546757,58048,89757, -Dqueueless=on ,-2660.49,3034.650480031967
1,5101912,67049,40013, -Dqueueless=on ,-2409.47,3049.7999000549316
2,1319454,19233,67123, -Dqueueless=off ,-2453.47,3069.78866648674
1,3325457,54058,41619, -Dqueueless=off ,-2283.82,3085.3977077007294
4,4266793,24329,84012, -Dqueueless=off ,-2497.55,3115.68559718132
3,1895413,69938,37969, -Dqueueless=on ,-2741.06,3129.7263662815094
3,559138,12778,32716, -Dqueueless=on ,-2395.46,3144.876207590103
2,6239201,29380,98368, -Dqueueless=on ,-2715.97,3157.188674211502
2,7499987,65870,30041, -Dqueueless=on ,-2502.84,3170.341436624527
3,5264880,29785,1076, -Dqueueless=on ,-2498.14,3182.5650687217712
1,7000691,7159,21277, -Dqueueless=on ,-2271.07,3199.867202758789
2,7494668,2546,373, -Dqueueless=off ,-2053.3,3215.085312128067
2,7107648,87450,63302, -Dqueueless=off ,-2543.95,3230.3525533676147
3,7546998,62204,85021, -Dqueueless=on ,-2556.34,3248.0353050231934
4,1611530,69672,29802, -Dqueueless=on ,-2641.35,3264.2896888256073
1,6556126,26654,11714, -Dqueueless=on ,-2510.3,3276.8958728313446
3,3541374,58774,73873, -Dqueueless=on ,-2723.89,3296.7614641189575
3,2241879,62638,6943, -Dqueueless=off ,-2723.58,3319.0418009757996
3,5831791,5534,90466, -Dqueueless=off ,-2410.97,3344.252524137497
1,7755374,49436,53686, -Dqueueless=off ,-2223.3,3359.7113416194916
3,675522,29119,8388, -Dqueueless=off ,-2360.68,3373.2592799663544
4,7761932,75490,70727, -Dqueueless=on ,-2857.16,3392.067906141281
3,2297987,51687,36986, -Dqueueless=on ,-2893.18,3406.481137275696
1,7436501,51640,35599, -Dqueueless=off ,-2253.43,3419.2605867385864
4,1463157,15712,60611, -Dqueueless=off ,-2433.87,3434.7416698932648
1,2205229,81930,13262, -Dqueueless=off ,-2353.51,3456.713541030884
2,6613192,28763,87126, -Dqueueless=off ,-2419.1,3473.0681977272034
4,2709725,49073,35990, -Dqueueless=on ,-2425.93,3486.5272800922394
3,4414554,69172,22443, -Dqueueless=on ,-2598.28,3506.970854997635
3,7790536,4994,78457, -Dqueueless=off ,-2338.29,3521.6725306510925
2,2729947,72626,76928, -Dqueueless=on ,-2602.05,3537.0982432365417
4,2373315,84295,7748, -Dqueueless=off ,-2558.84,3552.7369196414948
1,4831016,52243,21178, -Dqueueless=on ,-2484.42,3575.351007461548
2,1295103,12802,35304, -Dqueueless=on ,-2562.43,3586.639419078827
1,6369686,65342,9397, -Dqueueless=off ,-2372.52,3603.303943872452
1,2800875,20681,68284, -Dqueueless=off ,-2255.15,3617.925758123398
2,7408831,55131,53226, -Dqueueless=off ,-2466.81,3638.9351058006287
2,722341,18625,38439, -Dqueueless=on ,-2557.57,3654.572999238968
4,4654916,132,62916, -Dqueueless=on ,-745.648,3675.788111448288
4,7089247,55227,18945, -Dqueueless=off ,-2710.97,3689.7389562129974
1,7686412,63680,85051, -Dqueueless=on ,-2432.12,3704.911097764969
4,2248018,35654,49455, -Dqueueless=on ,-2620.44,3723.3352937698364
4,5255843,70036,11615, -Dqueueless=on ,-2810.74,3737.220577955246
2,7206561,93714,51498, -Dqueueless=off ,-2502.8,3752.241370201111
1,102068,97719,52062, -Dqueueless=on ,-2410.85,3769.8505051136017
1,478061,90600,49706, -Dqueueless=off ,-2239.41,3785.4918298721313
4,359091,35583,40870, -Dqueueless=off ,-2275.7,3802.1875495910645
2,4476605,69594,67571, -Dqueueless=on ,-2665.79,3812.869866371155
4,3387768,73020,66255, -Dqueueless=off ,-2307.67,3825.5424213409424
1,7628712,33819,77791, -Dqueueless=off ,-2260.32,3842.034601688385
1,1318371,14805,59444, -Dqueueless=off ,-2218.13,3855.556876182556
4,7265237,58532,30381, -Dqueueless=on ,-3104.0,3870.9639341831207
3,1593501,7917,53824, -Dqueueless=on ,-2594.45,3890.2808594703674
2,5066691,53419,78024, -Dqueueless=off ,-2584.46,3905.97043633461
4,5180707,45757,93533, -Dqueueless=on ,-2674.98,3932.5217452049255
1,5943114,69741,31583, -Dqueueless=off ,-2319.36,3946.077746152878
2,3315318,15406,34444, -Dqueueless=off ,-2378.52,3962.9872715473175
1,5268143,83669,7135, -Dqueueless=on ,-2506.77,3978.0912108421326
1,7604900,63836,84753, -Dqueueless=on ,-2491.92,3993.676383972168
4,322154,80908,75829, -Dqueueless=on ,-2568.09,4008.913914203644
3,2923189,60264,33119, -Dqueueless=on ,-2887.74,4022.1529195308685
3,6779452,31491,94363, -Dqueueless=on ,-2439.62,4036.6246058940887
1,3686981,77943,91737, -Dqueueless=on ,-2504.83,4053.1941590309143
2,4916205,55781,37481, -Dqueueless=off ,-2452.36,4072.134382247925
3,1520191,98724,59061, -Dqueueless=on ,-2632.41,4087.299004793167
3,7837389,28751,5579, -Dqueueless=on ,-2690.77,4104.328751325607
1,456327,8522,89104, -Dqueueless=off ,-2245.96,4120.857451677322
1,6624850,53345,19303, -Dqueueless=off ,-2313.97,4135.153611421585
2,2169189,66708,55014, -Dqueueless=on ,-2549.62,4151.941866636276
3,3085441,95004,58860, -Dqueueless=on ,-2755.75,4169.968896389008
2,3624539,54956,10285, -Dqueueless=off ,-2541.3,4190.634751081467
2,6497668,38003,72869, -Dqueueless=off ,-2432.69,4205.289842605591
1,7857194,63550,83487, -Dqueueless=on ,-2563.65,4235.588898897171
4,6700495,4647,46172, -Dqueueless=on ,-2317.42,4250.344864368439
2,5143782,81339,82293, -Dqueueless=on ,-2512.45,4264.910706520081
4,7107733,12002,43203, -Dqueueless=on ,-2759.25,4287.617873907089
3,4501482,97216,15887, -Dqueueless=off ,-2733.13,4304.295082330704
1,5029149,8335,44448, -Dqueueless=off ,-2183.11,4320.776411056519
4,6483540,32871,99545, -Dqueueless=on ,-2607.87,4343.835885763168
3,3596411,2649,98853, -Dqueueless=on ,-1974.51,4358.11003947258
1,5679824,35321,13546, -Dqueueless=on ,-2408.08,4373.225046634674
4,3572449,44423,7979, -Dqueueless=on ,-2511.6,4387.524954080582
3,3483087,55427,62883, -Dqueueless=off ,-2632.26,4400.184531927109
3,3725558,54499,42463, -Dqueueless=on ,-2815.89,4414.758736371994
4,7883974,33609,57808, -Dqueueless=off ,-2693.01,4433.57088804245
3,5620168,71415,1064, -Dqueueless=on ,-2627.23,4450.176460504532
3,6083511,94319,88619, -Dqueueless=on ,-2593.87,4483.594341754913
1,7408484,99031,81736, -Dqueueless=on ,-2460.86,4502.492456912994
1,5569885,24795,73395, -Dqueueless=off ,-2197.11,4517.64685177803
2,7570493,67879,51711, -Dqueueless=off ,-2540.65,4534.44961810112
4,1353550,34997,44638, -Dqueueless=on ,-2830.56,4551.999165296555
1,6043466,92549,98505, -Dqueueless=off ,-2258.46,4569.514806985855
2,6135870,99588,91330, -Dqueueless=off ,-2404.72,4585.434547424316
1,359002,40529,92315, -Dqueueless=on ,-2399.48,4600.058167219162
2,3626358,11661,3088, -Dqueueless=off ,-2495.38,4616.05922293663
1,5502981,12159,71062, -Dqueueless=off ,-2253.85,4628.921454191208
1,5319647,30654,14873, -Dqueueless=off ,-2310.04,4644.035893917084
3,3203124,659,82469, -Dqueueless=off ,-1539.89,4662.603072881699
2,1660231,70751,64030, -Dqueueless=off ,-2397.97,4675.663381576538
1,5406835,90402,42190, -Dqueueless=on ,-2381.07,4693.129606246948
2,3953697,25354,10059, -Dqueueless=off ,-2523.2,4708.080006122589
4,3736197,33030,76362, -Dqueueless=off ,-2355.8,4724.325762748718
3,3020558,51770,67613, -Dqueueless=off ,-2208.18,4750.709695339203
4,1188006,20480,83102, -Dqueueless=on ,-2581.06,4764.863368988037
3,2468168,74729,94838, -Dqueueless=on ,-2531.96,4785.3044464588165
4,4395428,45163,35115, -Dqueueless=on ,-2444.12,4802.495297193527
3,533008,1021,70198, -Dqueueless=on ,-1722.73,4816.656937122345
2,1396572,25169,56544, -Dqueueless=off ,-2259.48,4831.996415615082
1,5359283,98524,57711, -Dqueueless=off ,-2349.05,4846.065764427185
4,2053795,31543,91604, -Dqueueless=on ,-2634.49,4857.148605823517
4,5716681,14192,58982, -Dqueueless=on ,-2943.2,4883.953063964844
2,6707283,70593,69710, -Dqueueless=on ,-2555.28,4899.498559713364
1,7907248,52174,42822, -Dqueueless=on ,-2383.9,4915.111351013184
4,4067760,35196,80871, -Dqueueless=on ,-2649.66,4928.97745013237
3,7252067,16502,53699, -Dqueueless=on ,-2533.53,4947.751564979553
3,6921931,97899,38352, -Dqueueless=off ,-2740.56,4963.748679161072
4,4848379,74292,93687, -Dqueueless=on ,-2620.31,4980.0571393966675
1,7604630,88317,21155, -Dqueueless=on ,-2481.74,4993.443472862244
3,1012608,48369,37839, -Dqueueless=off ,-2248.22,5011.394435167313
4,2251356,29729,29599, -Dqueueless=off ,-2593.83,5026.535298585892
1,4786362,87034,94211, -Dqueueless=on ,-2458.41,5039.365544557571
2,2345268,68885,52200, -Dqueueless=off ,-2565.06,5055.156136751175
2,6337880,15177,20442, -Dqueueless=off ,-2491.32,5072.7796013355255
2,572621,14082,72167, -Dqueueless=on ,-2511.38,5087.308359622955
2,5377759,29297,49751, -Dqueueless=off ,-2410.09,5100.165587425232
4,853708,93924,53683, -Dqueueless=on ,-2394.77,5121.388304233551
3,4349944,56096,89166, -Dqueueless=on ,-2460.9,5140.754599571228
3,5439716,83640,99658, -Dqueueless=on ,-2567.53,5164.390974998474
3,2743418,77981,41103, -Dqueueless=off ,-2132.13,5176.627974033356
3,474840,88047,26237, -Dqueueless=on ,-2521.77,5191.256824493408
4,2172337,36004,35841, -Dqueueless=on ,-2696.68,5212.919415712357
2,1885806,77891,74027, -Dqueueless=off ,-2536.09,5224.503773450851
2,5585112,60672,29679, -Dqueueless=off ,-2577.18,5236.443282365799
1,3153206,52274,31661, -Dqueueless=off ,-2294.36,5253.054078817368
1,5850166,73227,52317, -Dqueueless=off ,-2396.21,5268.905639886856
4,3926330,82565,92604, -Dqueueless=on ,-2431.27,5288.878088474274
1,6212984,74307,94252, -Dqueueless=on ,-2456.8,5301.963528394699
1,844117,89764,11206, -Dqueueless=off ,-2264.01,5329.420635223389
1,4425354,88731,44931, -Dqueueless=off ,-2129.94,5352.084521055222
3,6325615,16302,74740, -Dqueueless=off ,-2345.16,5370.342159986496
2,3200357,25141,50277, -Dqueueless=off ,-2452.47,5400.889233350754
1,450526,40091,88049, -Dqueueless=on ,-2560.6,5418.863758563995
1,4481923,62792,92409, -Dqueueless=off ,-2330.36,5433.006616592407
4,4543627,37466,39870, -Dqueueless=off ,-2528.33,5457.084006547928
3,1616978,26916,90518, -Dqueueless=off ,-2470.22,5471.590994119644
4,385489,78326,27631, -Dqueueless=on ,-2895.27,5494.628461360931
3,6383510,22577,62760, -Dqueueless=off ,-2525.66,5512.081101179123
4,3501677,43532,99386, -Dqueueless=on ,-2308.62,5531.470565319061
2,7122602,12986,8955, -Dqueueless=off ,-2637.26,5552.256315231323
3,1347163,11285,60103, -Dqueueless=on ,-2535.84,5571.614289283752
3,3440720,77124,81914, -Dqueueless=off ,-2434.86,5585.939192056656
4,5148931,5358,27064, -Dqueueless=on ,-2359.18,5606.392420530319
4,436854,23245,71432, -Dqueueless=off ,-2439.79,5627.943137407303
4,995262,88229,74429, -Dqueueless=off ,-2446.19,5651.40713429451
4,3028972,36332,28003, -Dqueueless=off ,-2416.5,5664.7201771736145
4,5153453,56994,85689, -Dqueueless=off ,-2554.51,5679.822316169739
2,369850,1875,88908, -Dqueueless=on ,-2103.74,5706.776265859604
1,2162629,2759,93130, -Dqueueless=off ,-1999.65,5723.316922187805
3,1792923,95458,30833, -Dqueueless=on ,-2553.97,5746.659822702408
1,6383664,10772,8953, -Dqueueless=on ,-2467.38,5763.923424959183
4,2125582,59787,6543, -Dqueueless=off ,-2352.96,5786.936874866486
3,1389442,85768,8307, -Dqueueless=on ,-2703.48,5802.272025823593
1,7609298,63268,9195, -Dqueueless=off ,-2332.43,5817.249353170395
1,1753102,6137,43042, -Dqueueless=on ,-2299.19,5830.221127986908
2,5817367,43067,67150, -Dqueueless=off ,-2451.32,5844.254539489746
2,7273616,36846,87094, -Dqueueless=on ,-2662.64,5860.364956855774
3,7362747,22590,81519, -Dqueueless=on ,-2466.23,5877.323164463043
2,5045819,50549,78702, -Dqueueless=on ,-2559.77,5890.30050110817
3,4289371,15248,86120, -Dqueueless=on ,-2629.23,5903.305948734283
4,1651279,73198,53649, -Dqueueless=off ,-2429.48,5916.172647476196
1,658155,31015,66793, -Dqueueless=off ,-2211.97,5929.331794500351
1,3691643,14942,70009, -Dqueueless=off ,-2241.29,5943.157678127289
3,3926429,28407,77015, -Dqueueless=on ,-2615.92,5962.481968641281
4,2989349,38911,24317, -Dqueueless=off ,-2477.08,5980.434098958969
3,6596180,7615,46248, -Dqueueless=off ,-2388.05,6003.3899483680725
3,526075,199,42903, -Dqueueless=on ,-909.612,6019.443003416061
3,5286535,18257,40011, -Dqueueless=on ,-2500.51,6034.918661594391
2,2032869,20117,6571, -Dqueueless=on ,-2641.98,6050.629097700119
3,7234358,60385,47265, -Dqueueless=on ,-2880.86,6064.747667312622
3,6153244,20935,10416, -Dqueueless=off ,-2415.78,6080.055510520935
2,3045138,94674,39511, -Dqueueless=off ,-2411.04,6100.4692668914795
2,1619076,80597,82344, -Dqueueless=on ,-2595.9,6116.347161531448
3,6805453,50015,18641, -Dqueueless=on ,-2656.94,6132.023775815964
1,2481971,75265,57920, -Dqueueless=on ,-2485.4,6145.449743747711
2,1677740,36268,9618, -Dqueueless=off ,-2497.19,6161.522036075592
2,518016,52258,78842, -Dqueueless=on ,-2592.25,6175.07529258728
2,7668023,20737,63164, -Dqueueless=on ,-2581.65,6190.0585033893585
3,1952514,3770,82662, -Dqueueless=off ,-2159.69,6205.3851227760315
1,6310980,80261,39587, -Dqueueless=on ,-2492.12,6215.69421339035
4,4772551,32016,15758, -Dqueueless=off ,-2636.14,6231.039989471436
2,1780214,80418,74420, -Dqueueless=off ,-2439.29,6245.240161657333
2,6890030,19438,17276, -Dqueueless=off ,-2518.54,6263.606871128082
4,6345308,36483,44233, -Dqueueless=off ,-2490.75,6289.8694903850555
